번호,시도,시군구,상세주소,ap,위도,경도
27327,Gyeongsangbuk-do,Gyeongju-si,외동읍 석계리 산231-6,LGT,35.672783,129.285301
27328,Gyeongsangbuk-do,Gyeongju-si,외동읍 석계리 231 6,KT,35.67284889,129.28545
27329,Gyeongsangbuk-do,Gyeongju-si,외동읍 석계리 231 6,KT,35.67312,129.2857531
27330,Gyeongsangbuk-do,Gyeongju-si,외동읍 석계리 231 6,KT,35.67277694,129.2854481
27331,Gyeongsangbuk-do,Gyeongju-si,외동읍 석계리 969-1,SKT,35.6729564,129.288107
27332,Gyeongsangbuk-do,Gyeongju-si,외동읍 석계리 969-1,SKT,35.6729564,129.288107
27333,Gyeongsangbuk-do,Gyeongju-si,외동읍 석계리 970,LGT,35.67283194,129.2884669
27334,Gyeongsangbuk-do,Gyeongju-si,외동읍 석계리 970,KT,35.67242889,129.2882311
27335,Gyeongsangbuk-do,Gyeongju-si,외동읍 석계리 970,LGT,35.67288889,129.2884431
27336,Gyeongsangbuk-do,Gyeongju-si,외동읍 입실로3길 31,SKT,35.71559182,129.3234839
27337,Gyeongsangbuk-do,Gyeongju-si,외동읍 입실로3길 31,LGT,35.71559182,129.3234839
27338,Gyeongsangbuk-do,Gyeongju-si,외동읍 입실리 1344-69,LGT,35.722194,129.335702
27339,Gyeongsangbuk-do,Gyeongju-si,외동읍 입실리 1344-69,KT,35.721798,129.335605
27340,Gyeongsangbuk-do,Gyeongju-si,외동읍 입실리 1344-69,SKT,35.720764,129.336884
27341,Gyeongsangbuk-do,Gyeongju-si,외동읍 입실리 1343-8,SKT,35.71397104,129.3291045
27342,Gyeongsangbuk-do,Gyeongju-si,외동읍 입실리 1343-8,KT,35.71397104,129.3291045
27343,Gyeongsangbuk-do,Gyeongju-si,외동읍 입실리 1343-8,KT,35.71399709,129.329155
27344,Gyeongsangbuk-do,Gyeongju-si,외동읍 입실리 1343-8,LGT,35.71397104,129.3291045
27345,Gyeongsangbuk-do,Gyeongju-si,외동읍 읍청사로 25,KT,35.71747,129.3251
27346,Gyeongsangbuk-do,Gyeongju-si,외동읍 읍청사로 25,LGT,35.85036,129.2074
27347,Gyeongsangbuk-do,Gyeongju-si,토용길 20 (용강동),SKT,35.8643,129.223
27348,Gyeongsangbuk-do,Gyeongju-si,토용길 20 (용강동),LGT,35.8643,129.223
27349,Gyeongsangbuk-do,Gyeongju-si,Gyeongsangbuk-do 경주시 황오동 188-0 우체국-경주우체국-01-74,KT,35.84413,129.21574
27350,Gyeongsangbuk-do,Gyeongju-si,월성동 원화로 177,LGT,35.836955,129.218941
27351,Gyeongsangbuk-do,Gyeongju-si,원화로 177 (인왕동),KT,35.83696,129.2189
27352,Gyeongsangbuk-do,Gyeongju-si,원화로 177 (인왕동),SKT,35.83696,129.2189
27353,Gyeongsangbuk-do,Gyeongju-si,건천읍 내서로 1074,LGT,35.85239,129.1003
27354,Gyeongsangbuk-do,Gyeongju-si,태종로711번길 36 (노서동),KT,35.84215,129.2063
27355,Gyeongsangbuk-do,Gyeongju-si,태종로711번길 36 (노서동),KT,35.84215,129.2063
27356,Gyeongsangbuk-do,Gyeongju-si,천북면 동산4길 1,SKT,35.89512,129.2692
27357,Gyeongsangbuk-do,Gyeongju-si,천북면 동산4길 1,LGT,35.89512,129.2692
27358,Gyeongsangbuk-do,Gyeongju-si,천북면 천북로 383,LGT,35.89531956,129.2711689
27359,Gyeongsangbuk-do,Gyeongju-si,천북면 천북로 383,SKT,35.89531956,129.2711689
27360,Gyeongsangbuk-do,Gyeongju-si,천북면 천북로 383,KT,35.89531956,129.2711689
27361,Gyeongsangbuk-do,Gyeongju-si,포석로 1058-26 (황남동),KT,35.835254,129.210493
27362,Gyeongsangbuk-do,Gyeongju-si,포석로 1058-26 (황남동),SKT,35.8352541,129.210493
27363,Gyeongsangbuk-do,Gyeongju-si,포석로 1058-26 (황남동),KT,35.8352541,129.210493
27364,Gyeongsangbuk-do,Gyeongju-si,성건동  620 83,SKT,35.85535833,129.2105111
27365,Gyeongsangbuk-do,Gyeongju-si,성건동  620 83,LGT,35.85538056,129.2105139
27366,Gyeongsangbuk-do,Gyeongju-si,성건동  620 83,SKT,35.85536667,129.2105222
27367,Gyeongsangbuk-do,Gyeongju-si,성건동  620 83,LGT,35.85536389,129.2104861
27368,Gyeongsangbuk-do,Gyeongju-si,성건동  620 83,SKT,35.85534722,129.2105417
27369,Gyeongsangbuk-do,Gyeongju-si,성건동  620 83,KT,35.85535,129.2104944
27370,Gyeongsangbuk-do,Gyeongju-si,북부동  116 3,KT,35.84804,129.210595
27371,Gyeongsangbuk-do,Gyeongju-si,북부동  116 3,LGT,35.84800111,129.21089
27372,Gyeongsangbuk-do,Gyeongju-si,북부동  116 3,SKT,35.84803111,129.2108319
27373,Gyeongsangbuk-do,Gyeongju-si,서면 하늘마루길 330,KT,35.896627,129.099341
27374,Gyeongsangbuk-do,Gyeongju-si,서면 하늘마루길 330,LGT,35.896627,129.099341
27375,Gyeongsangbuk-do,Gyeongju-si,서면 하늘마루길 330,LGT,35.896627,129.099341
27376,Gyeongsangbuk-do,Gyeongju-si,감포읍 감포로12길 20,SKT,35.8109981,129.506578
27377,Gyeongsangbuk-do,Gyeongju-si,성동동 254-4번지 한국방송통신대학교 1층,SKT,35.84815441,129.2145668
27378,Gyeongsangbuk-do,Gyeongju-si,현곡면 용담로 311,SKT,35.87456811,129.1914083
27379,Gyeongsangbuk-do,Gyeongju-si,현곡면 용담로 311,SKT,35.87456811,129.1914083
27380,Gyeongsangbuk-do,Gyeongju-si,현곡면 용담로 311,LGT,35.87456811,129.1914083
27381,Gyeongsangbuk-do,Gyeongju-si,현곡면 용담로 311,KT,35.87456811,129.1914083
27382,Gyeongsangbuk-do,Gyeongju-si,현곡면 용담로 311,KT,35.87456811,129.1914083
27383,Gyeongsangbuk-do,Gyeongju-si,현곡면 용담로 311,SKT,35.87456811,129.1914083
27384,Gyeongsangbuk-do,Gyeongju-si,현곡면 용담로 311,SKT,35.87456811,129.1914083
27385,Gyeongsangbuk-do,Gyeongju-si,현곡면 용담로 311,LGT,35.87456811,129.1914083
27386,Gyeongsangbuk-do,Gyeongju-si,현곡면 용담로 311,KT,35.87456811,129.1914083
27387,Gyeongsangbuk-do,Gyeongju-si,현곡면 금장2길 12,KT,35.86596,129.2033
27388,Gyeongsangbuk-do,Gyeongju-si,현곡면 금장2길 12,SKT,35.86596,129.2033
27389,Gyeongsangbuk-do,Gyeongju-si,현곡면 금장2길 12,LGT,35.86596,129.2033
27390,Gyeongsangbuk-do,Gyeongju-si,현곡면 금장2길 12,SKT,35.86596,129.2033
27391,Gyeongsangbuk-do,Gyeongju-si,황성동  167,SKT,35.87227778,129.2192889
27392,Gyeongsangbuk-do,Gyeongju-si,황성동  167,SKT,35.87220556,129.2191056
27393,Gyeongsangbuk-do,Gyeongju-si,황성동  167,SKT,35.87225278,129.2192583
27394,Gyeongsangbuk-do,Gyeongju-si,북성로 130 (성동동),SKT,35.84692,129.216
27395,Gyeongsangbuk-do,Gyeongju-si,북성로 130 (성동동),SKT,35.84692,129.216
27396,Gyeongsangbuk-do,Goryeong-gun,개진면 오사리 535-1,LGT,35.70978,128.358093
27397,Gyeongsangbuk-do,Goryeong-gun,쌍림면 합가리 242,KT,35.6678986,128.230924
27398,Gyeongsangbuk-do,Goryeong-gun,쌍림면 합가리 242,LGT,35.6678986,128.230924
27399,Gyeongsangbuk-do,Goryeong-gun,쌍림면 합가리 243-5,KT,35.667837,128.22723
27400,Gyeongsangbuk-do,Goryeong-gun,쌍림면 합가리 243-5,LGT,35.667453,128.228015
27401,Gyeongsangbuk-do,Goryeong-gun,쌍림면 합가리 243-5,SKT,35.667302,128.229272
27402,Gyeongsangbuk-do,Goryeong-gun,개진면 개포리 103,SKT,35.70813306,128.3504981
27403,Gyeongsangbuk-do,Goryeong-gun,개진면 개포리 103,KT,35.70811806,128.3505039
27404,Gyeongsangbuk-do,Goryeong-gun,우곡면 객기2길 2,KT,35.6182682,128.371946
27405,Gyeongsangbuk-do,Goryeong-gun,대가야읍 정정골길 55,LGT,35.741649,128.261021
27406,Gyeongsangbuk-do,Goryeong-gun,다산면 평리리 103 9,SKT,35.82577694,128.4543211
27407,Gyeongsangbuk-do,Goryeong-gun,성산면 어곡리 228 3,LGT,35.74988306,128.3599539
27408,Gyeongsangbuk-do,Goryeong-gun,우곡면 도진리 199 2,SKT,35.67982,128.2419139
27409,Gyeongsangbuk-do,Goryeong-gun,운수면 봉평리 601 11,LGT,35.76906667,128.2904361
27410,Gyeongsangbuk-do,Goryeong-gun,대가야읍 아래알터길 11-1,LGT,35.7126091,128.291716
27411,Gyeongsangbuk-do,Goryeong-gun,대가야읍 내곡리 528 1,LGT,35.69633806,128.2815389
27412,Gyeongsangbuk-do,Goryeong-gun,대가야읍 내곡리 528 1,LGT,35.696355,128.2818306
27413,Gyeongsangbuk-do,Goryeong-gun,대가야읍 내곡리 528 1,SKT,35.69633694,128.2814261
27414,Gyeongsangbuk-do,Goryeong-gun,대가야읍 내곡리 528 1,KT,35.69635611,128.2818069
27415,Gyeongsangbuk-do,Goryeong-gun,대가야읍 내곡리 528 1,SKT,35.69635,128.2815861
27416,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 232 8,SKT,35.72519722,128.2649472
27417,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 232 8,LGT,35.72517694,128.2652194
27418,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 232 8,LGT,35.72522389,128.2647
27419,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 232 8,SKT,35.725225,128.2649431
27420,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산길 7-8,KT,35.7257814,128.262782
27421,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산길 7-8,KT,35.7257814,128.262782
27422,Gyeongsangbuk-do,Goryeong-gun,Gyeongsangbuk-do 고령군 대가야읍 내곡리 528-1 고령군청-농업기술센터-1-188,KT,35.69632,128.28159
27423,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산길 7-8,KT,35.72583,128.2628
27424,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산길 7-8,LGT,35.72583,128.2628
27425,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 190,SKT,35.72659694,128.2635961
27426,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 190,SKT,35.72583389,128.262635
27427,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 190,KT,35.72596806,128.2627561
27428,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 190,KT,35.72605694,128.2628619
27429,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 190,LGT,35.72615694,128.2629739
27430,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 190,SKT,35.72594806,128.2627111
27431,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 190,SKT,35.72622389,128.2630631
27432,Gyeongsangbuk-do,Goryeong-gun,대가야읍 중앙로 29,SKT,35.7299904,128.271075
27433,Gyeongsangbuk-do,Goryeong-gun,성산면 어곡리 225 2,LGT,35.74992306,128.3599869
27434,Gyeongsangbuk-do,Goryeong-gun,대가야읍 헌문리 19 1,LGT,35.73005,128.2711039
27435,Gyeongsangbuk-do,Goryeong-gun,쌍림면 귀원리 206 3,SKT,35.68013111,128.24222
27436,Gyeongsangbuk-do,Goryeong-gun,덕곡면 덕운로 816,SKT,35.7930298,128.21323
27437,Gyeongsangbuk-do,Goryeong-gun,Gyeongsangbuk-do 고령군 대가야읍 쾌빈리 433-0 고령읍사무소-고령읍사무소-1-189,KT,35.73114,128.2681
27438,Gyeongsangbuk-do,Goryeong-gun,대가야읍 쾌빈리 433 3,SKT,35.73061306,128.2676511
27439,Gyeongsangbuk-do,Goryeong-gun,대가야읍 쾌빈리 433 3,KT,35.730675,128.2678861
27440,Gyeongsangbuk-do,Goryeong-gun,대가야읍 왕릉로 30,LGT,35.72357767,128.2632773
27441,Gyeongsangbuk-do,Goryeong-gun,대가야읍 왕릉로 30,LGT,35.7235043,128.263441
27442,Gyeongsangbuk-do,Goryeong-gun,대가야읍 왕릉로 30,KT,35.7236685,128.2633351
27443,Gyeongsangbuk-do,Goryeong-gun,대가야읍 왕정길 10,LGT,35.7339521,128.268911
27444,Gyeongsangbuk-do,Goryeong-gun,대가야읍 왕정길 10,KT,35.7339521,128.268911
27445,Gyeongsangbuk-do,Goryeong-gun,대가야읍 왕정길 10,LGT,35.7339521,128.268911
27446,Gyeongsangbuk-do,Goryeong-gun,개진면 부리 781 4,SKT,35.70201111,128.4176069
27447,Gyeongsangbuk-do,Goryeong-gun,개진면 양전리 393 4,KT,35.72128611,128.2969261
27448,Gyeongsangbuk-do,Goryeong-gun,쌍림면 월막리 288 3,LGT,35.67502611,128.2337469
27449,Gyeongsangbuk-do,Goryeong-gun,대가야읍 고헌3길 11-6,SKT,35.72773286,128.269322
27450,Gyeongsangbuk-do,Goryeong-gun,다산면 곽촌2길 8-15,LGT,35.83607,128.4512
27451,Gyeongsangbuk-do,Goryeong-gun,대가야읍 시실길 329,KT,35.6955195,128.2993128
27452,Gyeongsangbuk-do,Goryeong-gun,대가야읍 일량본길 137,KT,35.69633,128.2816
27453,Gyeongsangbuk-do,Goryeong-gun,다산면 노곡1길 52,KT,35.84033,128.4086
27454,Gyeongsangbuk-do,Goryeong-gun,다산면 좌학리 191,SKT,35.8207042,128.445575
27455,Gyeongsangbuk-do,Goryeong-gun,우곡면 희정길 38,KT,35.6509394,128.375875
27456,Gyeongsangbuk-do,Goryeong-gun,대가야읍 가야금길 36,LGT,35.7436373,128.270845
27457,Gyeongsangbuk-do,Goryeong-gun,대가야읍 가야금길 36,LGT,35.7436373,128.270845
27458,Gyeongsangbuk-do,Goryeong-gun,대가야읍 가야금길 36,LGT,35.7436373,128.270845
27459,Gyeongsangbuk-do,Goryeong-gun,대가야읍 가야금길 36,KT,35.7436373,128.270845
27460,Gyeongsangbuk-do,Goryeong-gun,대가야읍 가야금길 36,SKT,35.7436373,128.270845
27461,Gyeongsangbuk-do,Goryeong-gun,대가야읍 가야금길 36,LGT,35.7436373,128.270845
27462,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산길 7-8 국악당(CCTV관제센터입구),SKT,35.7265791,128.2636206
27463,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산길 7-8 국악당(CCTV관제센터입구),LGT,35.7265791,128.2636206
27464,Gyeongsangbuk-do,Goryeong-gun,대가야읍 성산로 46,LGT,35.7280444,128.286235
27465,Gyeongsangbuk-do,Goryeong-gun,대가야읍 성산로 46,KT,35.7280444,128.286235
27466,Gyeongsangbuk-do,Goryeong-gun,대가야읍 성산로 46,SKT,35.7280444,128.286235
27467,Gyeongsangbuk-do,Goryeong-gun,대가야읍 성산로 46,SKT,35.7280444,128.286235
27468,Gyeongsangbuk-do,Goryeong-gun,대가야읍 고아리 588,LGT,35.71275,128.266275
27469,Gyeongsangbuk-do,Goryeong-gun,대가야읍 고아리 588,KT,35.71282611,128.26625
27470,Gyeongsangbuk-do,Goryeong-gun,대가야읍 고아리 588,LGT,35.71308528,128.2660889
27471,Gyeongsangbuk-do,Goryeong-gun,대가야읍 고아리 588,SKT,35.71241389,128.2644811
27472,Gyeongsangbuk-do,Goryeong-gun,대가야읍 고아리 588,SKT,35.71233306,128.2640181
27473,Gyeongsangbuk-do,Goryeong-gun,대가야읍 고아리 588,LGT,35.71221806,128.2651339
27474,Gyeongsangbuk-do,Goryeong-gun,대가야읍 시장3길 21-7,KT,35.7268003,128.266709
27475,Gyeongsangbuk-do,Goryeong-gun,대가야읍 시장3길 21-7,KT,35.7268003,128.266709
27476,Gyeongsangbuk-do,Goryeong-gun,대가야읍 시장3길 21-7,SKT,35.7268003,128.266709
27477,Gyeongsangbuk-do,Goryeong-gun,대가야읍 시장3길 21-7,LGT,35.7268003,128.266709
27478,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 222 2,KT,35.72652694,128.2670689
27479,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 222 2,KT,35.72727806,128.2669239
27480,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 222 2,KT,35.72731944,128.2664481
27481,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 222 2,LGT,35.72687806,128.26626
27482,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 222 2,KT,35.72718889,128.2663019
27483,Gyeongsangbuk-do,Goryeong-gun,대가야읍 지산리 222 2,LGT,35.72705694,128.266345
27484,Gyeongsangbuk-do,Goryeong-gun,대가야읍 대가야로 1216(가야산성 2층),LGT,35.71561978,128.2627129
27485,Gyeongsangbuk-do,Goryeong-gun,대가야읍 대가야로 1216(가야산성 2층),LGT,35.71561978,128.2627129
27486,Gyeongsangbuk-do,Goryeong-gun,우곡면 한실길 69,LGT,35.6586863,128.331446
27487,Gyeongsangbuk-do,Goryeong-gun,덕곡면 예리 453,LGT,35.77936389,128.232995
27488,Gyeongsangbuk-do,Goryeong-gun,덕곡면 예리 378 1,LGT,35.77942806,128.2325131
27489,Gyeongsangbuk-do,Goryeong-gun,우곡면 도진2길 15,LGT,35.6788134,128.341207
27490,Gyeongsangbuk-do,Goryeong-gun,대가야읍 낫질로 672-99,SKT,35.7502701,128.202722
27491,Gyeongsangbuk-do,Goryeong-gun,대가야읍 낫질로 672-99,LGT,35.7502701,128.202722
27492,Gyeongsangbuk-do,Goryeong-gun,다산면 동암2길 3,LGT,35.81283,128.3987
27493,Gyeongsangbuk-do,Goryeong-gun,성산면 도룡길 51,SKT,35.7403272,128.3121416
27494,Gyeongsangbuk-do,Goryeong-gun,다산면 상곡3길 48,KT,35.82478,128.4451
27495,Gyeongsangbuk-do,Goryeong-gun,다산면 상곡4길 39,LGT,35.82759,128.4477
27496,Gyeongsangbuk-do,Goryeong-gun,대가야읍 섬마길 24,KT,35.7552025,128.2326974
27497,Gyeongsangbuk-do,Goryeong-gun,쌍림면 신촌길 70,SKT,35.67079,128.1833
27498,Gyeongsangbuk-do,Goryeong-gun,쌍림면 귀원리 206 3,SKT,35.67980889,128.2419019
27499,Gyeongsangbuk-do,Goryeong-gun,대가야읍 연조3길 11,LGT,35.73081,128.264
27500,Gyeongsangbuk-do,Goryeong-gun,대가야읍 연조4길 3,SKT,35.73135,128.2657
27501,Gyeongsangbuk-do,Goryeong-gun,우곡면 예곡길 53,LGT,35.6779456,128.342098
27502,Gyeongsangbuk-do,Goryeong-gun,대가야읍 낫질로 570,SKT,35.7506044,128.2168663
27503,Gyeongsangbuk-do,Goryeong-gun,개진면 개경포로 589-8,KT,35.7044,128.3901
27504,Gyeongsangbuk-do,Goryeong-gun,대가야읍 일량본길 67,LGT,35.7013333,128.2781142
27505,Gyeongsangbuk-do,Goryeong-gun,쌍림면 영서로 3181,SKT,35.6768176,128.208668
27506,Gyeongsangbuk-do,Goryeong-gun,성산면 원당길 6,LGT,35.75427,128.1612
27507,Gyeongsangbuk-do,Goryeong-gun,우곡면 도진리 73 1,SKT,35.67897806,128.3399761
27508,Gyeongsangbuk-do,Goryeong-gun,대가야읍 가야금길 98,LGT,35.7421197,128.264217
27509,Gyeongsangbuk-do,Goryeong-gun,운수면 봉평리 601 11,SKT,35.7683675,128.2905869
27510,Gyeongsangbuk-do,Goryeong-gun,운수면 봉평리 601 11,KT,35.76842806,128.29079
27511,Gyeongsangbuk-do,Goryeong-gun,쌍림면 미숭로 209,KT,35.70734,128.2308
27512,Gyeongsangbuk-do,Goryeong-gun,우곡면 월오길 9,SKT,35.6525168,128.345788
27513,Gyeongsangbuk-do,Goryeong-gun,대가야읍 저전1길 34,KT,35.75415,128.2291
27514,Gyeongsangbuk-do,Goryeong-gun,쌍림면 합가리 242,KT,35.6678986,128.230924
27515,Gyeongsangbuk-do,Goryeong-gun,다산면 상곡리 185-4,SKT,35.8250803,128.449175
27516,Gyeongsangbuk-do,Goryeong-gun,다산면 다산로 710,SKT,35.823228,128.455174
27517,Gyeongsangbuk-do,Goryeong-gun,다산면 상곡리 161-40,SKT,35.8227033,128.448486
27518,Gyeongsangbuk-do,Goryeong-gun,다산면 상곡리 64-2,LGT,35.8283415,128.449602
27519,Gyeongsangbuk-do,Goryeong-gun,성산면 성산로 1032,SKT,35.7514894,128.374522
27520,Gyeongsangbuk-do,Goryeong-gun,성산면 어곡리 230-5,LGT,35.7495598,128.359996
27521,Gyeongsangbuk-do,Goryeong-gun,성산면 어곡리 229-5,SKT,35.7495437,128.359354
27522,Gyeongsangbuk-do,Goryeong-gun,대가야읍 낫질로 180,SKT,35.7414673,128.253259
27523,Gyeongsangbuk-do,Goryeong-gun,대가야읍 낫질로 180,KT,35.7414673,128.253259
27524,Gyeongsangbuk-do,Goryeong-gun,대가야읍 월기길 3,LGT,35.72436,128.2634
27525,Gyeongsangbuk-do,Goryeong-gun,대가야읍 큰골길 72,LGT,35.721,128.2527
27526,Gyeongsangbuk-do,Goryeong-gun,개진면 개경포로 1386,KT,35.71301,128.4231
27527,Gyeongsangbuk-do,Goryeong-gun,대가야읍 쾌빈1길 8-8,KT,35.73077,128.27
27528,Gyeongsangbuk-do,Goryeong-gun,대가야읍 대가야로 1509-17,KT,35.74978,128.2769
27529,Gyeongsangbuk-do,Gumi-si,옥계동 629-1 공,SKT,36.13926525,128.4146114
27530,Gyeongsangbuk-do,Gumi-si,도개면 용산가산길 174-1,LGT,36.32953046,128.2979652
27531,Gyeongsangbuk-do,Gumi-si,도개면 용산가산길 301,KT,36.31991026,128.2966457
27532,Gyeongsangbuk-do,Gumi-si,신평1동 버스정류장번호 : 10528,LGT,36.121358,128.359504
27533,Gyeongsangbuk-do,Gumi-si,봉곡동 366-1 일원,LGT,36.1480576,128.3091584
27534,Gyeongsangbuk-do,Gumi-si,Gyeongsangbuk-do 구미시 원평동 460-1 경북도립구미도서관-멀티미디어자료실-02-80,KT,36.12387,128.33152
27535,Gyeongsangbuk-do,Gumi-si,산책길 41 (원평동),SKT,36.1238056,128.331502
27536,Gyeongsangbuk-do,Gumi-si,산책길 41 (원평동),LGT,36.1238056,128.331502
27537,Gyeongsangbuk-do,Gumi-si,산책길 41 (원평동),KT,36.1238056,128.331502
27538,Gyeongsangbuk-do,Gumi-si,원평동  468 1,KT,36.12377,128.3313339
27539,Gyeongsangbuk-do,Gumi-si,원평동  468 1,SKT,36.12378,128.331615
27540,Gyeongsangbuk-do,Gumi-si,원평동  468 1,SKT,36.12371806,128.3313639
27541,Gyeongsangbuk-do,Gumi-si,원평동  468 1,LGT,36.123765,128.3314961
27542,Gyeongsangbuk-do,Gumi-si,원평동  468 1,KT,36.12376389,128.3313511
27543,Gyeongsangbuk-do,Gumi-si,원평동  468 1,SKT,36.12375306,128.3316039
27544,Gyeongsangbuk-do,Gumi-si,원평동  468 1,KT,36.12382694,128.3316569
27545,Gyeongsangbuk-do,Gumi-si,장천면 명곡리 539 1,LGT,36.12548889,128.5417639
27546,Gyeongsangbuk-do,Gumi-si,장천면 명곡리 530,KT,36.12548889,128.5418056
27547,Gyeongsangbuk-do,Gumi-si,도량동  472 4,LGT,36.13630806,128.3161861
27548,Gyeongsangbuk-do,Gumi-si,도량동  333 2,SKT,36.13643,128.3180531
27549,Gyeongsangbuk-do,Gumi-si,선산읍 습례리 308,KT,36.210405,128.24188
27550,Gyeongsangbuk-do,Gumi-si,고아읍 관심리 621 1,KT,36.21098694,128.3282039
27551,Gyeongsangbuk-do,Gumi-si,고아읍 관심리 621 1,SKT,36.210955,128.3282061
27552,Gyeongsangbuk-do,Gumi-si,고아읍 선산대로 980,KT,36.2110131,128.328443
27553,Gyeongsangbuk-do,Gumi-si,고아읍 선산대로 980,LGT,36.2110131,128.328443
27554,Gyeongsangbuk-do,Gumi-si,고아읍 황들길 30,KT,36.2091477,128.325066
27555,Gyeongsangbuk-do,Gumi-si,고아읍 관심리 621 1,LGT,36.21094167,128.3283917
27556,Gyeongsangbuk-do,Gumi-si,Gyeongsangbuk-do 구미시 송정동 52-4 고용노동부-구미종합고용지원센터-01-145,SKT,36.11998,128.34589
27557,Gyeongsangbuk-do,Gumi-si,Gyeongsangbuk-do 구미시 송정동 52-4 고용노동부-구미종합고용지원센터-03-146,LGT,36.11998,128.34589
27558,Gyeongsangbuk-do,Gumi-si,Gyeongsangbuk-do 구미시 송정동 52-4 고용노동부-구미종합고용지원센터-05-148,SKT,36.11998,128.34589
27559,Gyeongsangbuk-do,Gumi-si,옥계동 548공 일원,SKT,36.148507,128.416669
27560,Gyeongsangbuk-do,Gumi-si,공단동  112 2,KT,36.11931889,128.3722011
27561,Gyeongsangbuk-do,Gumi-si,공단동 200-1 공단매표소,KT,36.111127,128.378659
27562,Gyeongsangbuk-do,Gumi-si,원평동  1073 1,LGT,36.12280389,128.35294
27563,Gyeongsangbuk-do,Gumi-si,광평동  532 7,LGT,36.104685,128.36599
27564,Gyeongsangbuk-do,Gumi-si,신평동  150 30,KT,36.12090611,128.35929
27565,Gyeongsangbuk-do,Gumi-si,원평동  1026,KT,36.12705694,128.3399789
27566,Gyeongsangbuk-do,Gumi-si,원평동  56 4,KT,36.13074611,128.3258181
27567,Gyeongsangbuk-do,Gumi-si,형곡동  141 5,SKT,36.11399194,128.3344311
27568,Gyeongsangbuk-do,Gumi-si,신평1동 버스정류장번호 : 10527,SKT,36.116319,128.363141
27569,Gyeongsangbuk-do,Gumi-si,신평1동 버스정류장번호 : 10526,KT,36.116109,128.362764
27570,Gyeongsangbuk-do,Gumi-si,문장로 42 (도량동),KT,36.1372559,128.333636
27571,Gyeongsangbuk-do,Gumi-si,문장로 42 (도량동),SKT,36.1372559,128.333636
27572,Gyeongsangbuk-do,Gumi-si,문장로 42 (도량동),KT,36.1372559,128.333636
27573,Gyeongsangbuk-do,Gumi-si,문장로 42 (도량동),LGT,36.1372559,128.333636
27574,Gyeongsangbuk-do,Gumi-si,문장로 42 (도량동),KT,36.1372559,128.333636
27575,Gyeongsangbuk-do,Gumi-si,문장로 42 (도량동),SKT,36.1372559,128.333636
27576,Gyeongsangbuk-do,Gumi-si,고아읍 관심리 621 1,SKT,36.21091944,128.3283972
27577,Gyeongsangbuk-do,Gumi-si,고아읍 관심리 622,SKT,36.21088306,128.3285889
27578,Gyeongsangbuk-do,Gumi-si,공단동  265 27,KT,36.10139111,128.3844739
27579,Gyeongsangbuk-do,Gumi-si,Gyeongsangbuk-do 구미시 원평동 460-1 구미노인종합복지회관-복지회관-01-38,KT,36.12394,128.33078
27580,Gyeongsangbuk-do,Gumi-si,Gyeongsangbuk-do 구미시 원평동 460-1 구미노인종합복지회관-복지회관-01-39,LGT,36.12394,128.33078
27581,Gyeongsangbuk-do,Gumi-si,Gyeongsangbuk-do 구미시 원평동 460-1 구미노인종합복지회관-복지회관-02-40,SKT,36.12394,128.33078
27582,Gyeongsangbuk-do,Gumi-si,Gyeongsangbuk-do 구미시 원평동 460-1 구미노인종합복지회관-복지회관-02-41,KT,36.12394,128.33078
27583,Gyeongsangbuk-do,Gumi-si,Gyeongsangbuk-do 구미시 원평동 460-1 구미노인종합복지회관-복지회관-03-42,KT,36.12394,128.33078
27584,Gyeongsangbuk-do,Gumi-si,Gyeongsangbuk-do 구미시 원평동 460-1 구미노인종합복지회관-복지회관-03-43,LGT,36.12394,128.33078
27585,Gyeongsangbuk-do,Gumi-si,원평동  460 1,KT,36.12353194,128.3306789
27586,Gyeongsangbuk-do,Gumi-si,고아읍 문성리 513,LGT,36.15769389,128.3514981
27587,Gyeongsangbuk-do,Gumi-si,고아읍 문성리 513,LGT,36.15769194,128.3514231
27588,Gyeongsangbuk-do,Gumi-si,고아읍 문성리 513,SKT,36.15764889,128.3517389
