번호,시도,시군구,상세주소,ap,위도,경도
26863,Gyeongsangbuk-do,Gyeongsan-si,대평동 439-7번지 6층/L2 : 4층 매표소옆 AP : 4층 커피점앞천정,SKT,35.83454766,128.7332501
26864,Gyeongsangbuk-do,Gyeongsan-si,대평동 439-7번지 6층,LGT,35.83454766,128.7332501
26865,Gyeongsangbuk-do,Gyeongsan-si,대평동 439-7번지 6층/ L2 : 4층 매표소옆 AP : 엘레베이터앞 천정,SKT,35.83454766,128.7332501
26866,Gyeongsangbuk-do,Gyeongsan-si,진량읍 신상리 373-3번지,SKT,0,0
26867,Gyeongsangbuk-do,Gyeongsan-si,진량읍 신상리 373-3번지,LGT,0,0
26868,Gyeongsangbuk-do,Gyeongsan-si,유곡동 290 -0 농업회사법인청보건강 1층,SKT,35.79586659,128.7769239
26869,Gyeongsangbuk-do,Gyeongsan-si,진량읍 대학로 1089,LGT,35.8394105,128.758023
26870,Gyeongsangbuk-do,Gyeongsan-si,진량읍 대학로 1089,KT,35.8394105,128.758023
26871,Gyeongsangbuk-do,Gyeongsan-si,원효로 64 (3609504300),LGT,35.81699556,128.7483245
26872,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 신교동 73-0 경산남부동사무소-경산남부동사무소-1-65,SKT,35.81366,128.73911
26873,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 사동 572-1 경산동부동사무소-1-7,SKT,35.81935,128.75422
26874,Gyeongsangbuk-do,Gyeongsan-si,원효로28길 60-6 (계양동),SKT,35.8180272,128.748623
26875,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 중방동 708-5 경산보건소-1-224,LGT,35.82493,128.74303
26876,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 중방동 708-0 경산보건소-1-225,LGT,35.82549,128.74306
26877,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 중방동 708-5 경산보건소-1-226,KT,35.82493,128.74303
26878,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 중방동 708-5 경산보건소-1-227,LGT,35.82493,128.74303
26879,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 사정동 32-0 경산시-서부동사무소-1-185,LGT,35.82059,128.72873
26880,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 갑제동 657-6 경산시교육청-본관-1-85,SKT,35.8155,128.7704
26881,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 갑제동 657-6 경산시교육청-본관-1-88,SKT,35.8155,128.7704
26882,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 갑제동 657-6 경산시교육청-본관-2-87,SKT,35.8155,128.7704
26883,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 갑제동 657-6 경산시교육청-본관-3-86,LGT,35.8155,128.7704
26884,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 갑제동 657-6 경산시교육청-본관-4-89,LGT,35.8155,128.7704
26885,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 갑제동 657-6 경산시교육청-본관-5-90,SKT,35.8155,128.7704
26886,Gyeongsangbuk-do,Gyeongsan-si,하양읍 문화로10길 15,LGT,35.9132196,128.812971
26887,Gyeongsangbuk-do,Gyeongsan-si,하양읍 문화로10길 15,LGT,35.9132196,128.812971
26888,Gyeongsangbuk-do,Gyeongsan-si,하양읍 문화로10길 15,KT,35.9132196,128.812971
26889,Gyeongsangbuk-do,Gyeongsan-si,하양읍 문화로10길 15,KT,35.9132196,128.812971
26890,Gyeongsangbuk-do,Gyeongsan-si,하양읍 문화로10길 15,SKT,35.9132196,128.812971
26891,Gyeongsangbuk-do,Gyeongsan-si,하양읍 문화로10길 15,KT,35.9132196,128.812971
26892,Gyeongsangbuk-do,Gyeongsan-si,하양읍 문화로10길 15,KT,35.9132196,128.812971
26893,Gyeongsangbuk-do,Gyeongsan-si,하양읍 문화로10길 15,KT,35.9132196,128.812971
26894,Gyeongsangbuk-do,Gyeongsan-si,하양읍 문화로10길 15,KT,35.9132196,128.812971
26895,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 하양읍 금락리 14-0 경산시립도서관-경산시립도서관-1-66,LGT,35.91427,128.81981
26896,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 계양동 683-0 경산시민회관-본관(강당)-1-40,LGT,35.81785,128.74876
26897,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 계양동 683-0 경산시민회관-본관(공연장)-1-41,LGT,35.81785,128.74876
26898,Gyeongsangbuk-do,Gyeongsan-si,중방동  708 5,LGT,35.82525694,128.7433261
26899,Gyeongsangbuk-do,Gyeongsan-si,중방동  708 5,LGT,35.825,128.7433611
26900,Gyeongsangbuk-do,Gyeongsan-si,중방동  708 5,KT,35.82516889,128.7434111
26901,Gyeongsangbuk-do,Gyeongsan-si,중방동  708 5,SKT,35.82494,128.7433211
26902,Gyeongsangbuk-do,Gyeongsan-si,경안로 202 (3609504500),LGT,35.8255833,128.7373613
26903,Gyeongsangbuk-do,Gyeongsan-si,중앙로 78 (3609503900),KT,35.82288396,128.7355079
26904,Gyeongsangbuk-do,Gyeongsan-si,중앙로 83(3609504000),SKT,35.823365,128.735977
26905,Gyeongsangbuk-do,Gyeongsan-si,백천동 146-9번지,SKT,35.8019252,128.7470398
26906,Gyeongsangbuk-do,Gyeongsan-si,백천동 146-9번지,SKT,35.8019252,128.7470398
26907,Gyeongsangbuk-do,Gyeongsan-si,백천동 146-9번지,SKT,35.8019252,128.7470398
26908,Gyeongsangbuk-do,Gyeongsan-si,백천동 146-9번지,KT,35.8019252,128.7470398
26909,Gyeongsangbuk-do,Gyeongsan-si,백천동 146-9번지,LGT,35.8019252,128.7470398
26910,Gyeongsangbuk-do,Gyeongsan-si,진량읍 신상3리 685-17번지 외 16필지,SKT,35.87168501,128.8176511
26911,Gyeongsangbuk-do,Gyeongsan-si,중방동  701 17,SKT,35.82530694,128.7418181
26912,Gyeongsangbuk-do,Gyeongsan-si,원효로 17 (3609504200),SKT,35.82406091,128.7396464
26913,Gyeongsangbuk-do,Gyeongsan-si,원효로 30(3609504100),KT,35.82377665,128.7409298
26914,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 서상동 143-8 경산여성회관-본관-1-168,LGT,35.81878,128.73403
26915,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 서상동 143-8 경산여성회관-본관-1-169,SKT,35.81878,128.73403
26916,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 서상동 143-8 경산여성회관-본관-2-170,LGT,35.81878,128.73403
26917,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 서상동 143-8 경산여성회관-본관-2-171,LGT,35.81878,128.73403
26918,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 서상동 143-8 경산여성회관-본관-3-172,SKT,35.81878,128.73403
26919,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 서상동 143-8 경산여성회관-본관-3-173,SKT,35.81878,128.73403
26920,Gyeongsangbuk-do,Gyeongsan-si,사정동  84 1,KT,35.81939111,128.7275089
26921,Gyeongsangbuk-do,Gyeongsan-si,사정동  84 1,KT,35.81939111,128.7275089
26922,Gyeongsangbuk-do,Gyeongsan-si,자인면 동부리 204-3,SKT,35.81641558,128.8263433
26923,Gyeongsangbuk-do,Gyeongsan-si,진량읍 신상리 995 3,KT,35.87928806,128.8099989
26924,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 계양동 478-3 Gyeongsangbuk-do-교육정보센타-01-167,LGT,35.82272,128.74413
26925,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 계양동 478-3 Gyeongsangbuk-do-교육정보센타-01-168,KT,35.82266,128.74411
26926,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 계양동 478-3 Gyeongsangbuk-do-교육정보센타-02-169,LGT,35.82272,128.74413
26927,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 계양동 478-3 Gyeongsangbuk-do-교육정보센타-02-170,SKT,35.82272,128.74413
26928,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 계양동 478-3 Gyeongsangbuk-do-교육정보센타-03-171,LGT,35.82272,128.74413
26929,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 계양동 478-3 Gyeongsangbuk-do-교육정보센타-03-172,SKT,35.82272,128.74413
26930,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 계양동 478-3 Gyeongsangbuk-do-교육정보센타-04-173,KT,35.82272,128.74413
26931,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 계양동 478-3 Gyeongsangbuk-do-교육정보센타-04-174,SKT,35.82274,128.74419
26932,Gyeongsangbuk-do,Gyeongsan-si,중앙로 19 (3609503600),SKT,35.82062367,128.7297454
26933,Gyeongsangbuk-do,Gyeongsan-si,하양읍 대학로296길 9-5,SKT,35.911035,128.82405
26934,Gyeongsangbuk-do,Gyeongsan-si,하양읍 대학로296길 9-5,LGT,35.911035,128.82405
26935,Gyeongsangbuk-do,Gyeongsan-si,하양읍 금락리 4-1번지 기가대개체_롯데리아(하양),KT,35.91464692,128.820759
26936,Gyeongsangbuk-do,Gyeongsan-si,남산면 하남로 323,SKT,35.7933948,128.837359
26937,Gyeongsangbuk-do,Gyeongsan-si,남천면 남천로 465,LGT,35.7666233,128.726842
26938,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 하양읍 금락리 116-272 농협-하양농협 서부지점-1-69,LGT,35.91013,128.81473
26939,Gyeongsangbuk-do,Gyeongsan-si,하양읍 금락리 330번지 대구가톨릭대학교 대구가톨릭대학교,LGT,35.90858171,128.8078859
26940,Gyeongsangbuk-do,Gyeongsan-si,하양읍 하양로 7 (3609501700),SKT,35.91509558,128.8202832
26941,Gyeongsangbuk-do,Gyeongsan-si,하양읍 하양로 24 (3609501800),LGT,35.90810283,128.8131567
26942,Gyeongsangbuk-do,Gyeongsan-si,진량읍 대구대로 227 (3609508600),KT,35.897264,128.846627
26943,Gyeongsangbuk-do,Gyeongsan-si,중방동 50-4번지 임당역 구내변경,LGT,35.83598449,128.752339
26944,Gyeongsangbuk-do,Gyeongsan-si,중방동 708-5번지 미래부_경산시 보건소,LGT,35.82482933,128.7432683
26945,Gyeongsangbuk-do,Gyeongsan-si,중방동 708-5번지 미래부_경산시 보건소,SKT,35.82482933,128.7432683
26946,Gyeongsangbuk-do,Gyeongsan-si,신교동 73-1번지 미래부_남부동주민센터,LGT,35.81371119,128.7391466
26947,Gyeongsangbuk-do,Gyeongsan-si,신교동 73-1번지 미래부_남부동주민센터,SKT,35.81371119,128.7391466
26948,Gyeongsangbuk-do,Gyeongsan-si,남산면 산양리 57번지 미래부_남산면사무소,SKT,35.79327307,128.8375237
26949,Gyeongsangbuk-do,Gyeongsan-si,남산면 산양리 57번지 미래부_남산면사무소,KT,35.79327307,128.8375237
26950,Gyeongsangbuk-do,Gyeongsan-si,남천면 삼성리 90-3번지 미래부_남천면사무소,LGT,35.76700001,128.727
26951,Gyeongsangbuk-do,Gyeongsan-si,남천면 삼성리 90-3번지 미래부_남천면사무소,SKT,35.76700001,128.727
26952,Gyeongsangbuk-do,Gyeongsan-si,사동 572-1번지 미래부_동부동주민센터,LGT,35.81936271,128.754179
26953,Gyeongsangbuk-do,Gyeongsan-si,사동 572-1번지 미래부_동부동주민센터,SKT,35.81936271,128.754179
26954,Gyeongsangbuk-do,Gyeongsan-si,계양동 61-4번지 미래부_북부동주민센터,SKT,35.83325607,128.7465234
26955,Gyeongsangbuk-do,Gyeongsan-si,계양동 61-4번지 미래부_북부동주민센터,SKT,35.83325607,128.7465234
26956,Gyeongsangbuk-do,Gyeongsan-si,사정동 32-11번지 미래부_서부1동주민센터,LGT,35.82055118,128.7278953
26957,Gyeongsangbuk-do,Gyeongsan-si,사정동 32-11번지 미래부_서부1동주민센터,LGT,35.82055118,128.7278953
26958,Gyeongsangbuk-do,Gyeongsan-si,용성면 당리리 129-2번지 미래부_용성면사무소,LGT,35.79330878,128.8758944
26959,Gyeongsangbuk-do,Gyeongsan-si,용성면 당리리 129-2번지 미래부_용성면사무소,LGT,35.79330878,128.8758944
26960,Gyeongsangbuk-do,Gyeongsan-si,자인면 북사리 173번지 미래부_자인면사무소,KT,35.82111564,128.8225973
26961,Gyeongsangbuk-do,Gyeongsan-si,자인면 북사리 173번지 미래부_자인면사무소,LGT,35.82111564,128.8225973
26962,Gyeongsangbuk-do,Gyeongsan-si,중방동 432-6번지 미래부_중방동 주민센터,SKT,35.82706874,128.7338866
26963,Gyeongsangbuk-do,Gyeongsan-si,중방동 432-6번지 미래부_중방동 주민센터,LGT,35.82706874,128.7338866
26964,Gyeongsangbuk-do,Gyeongsan-si,삼북동 278-12번지 미래부_중앙동 주민센터,SKT,35.81991918,128.7400849
26965,Gyeongsangbuk-do,Gyeongsan-si,삼북동 278-12번지 미래부_중앙동 주민센터,KT,35.81991918,128.7400849
26966,Gyeongsangbuk-do,Gyeongsan-si,진량읍 신상리 685-3번지 미래부_진량읍사무소,LGT,35.87394088,128.8162247
26967,Gyeongsangbuk-do,Gyeongsan-si,진량읍 신상리 685-3번지 미래부_진량읍사무소,KT,35.87394088,128.8162247
26968,Gyeongsangbuk-do,Gyeongsan-si,하양읍 금락리 35-6번지 A동 미래부_하양공설시장,KT,35.87977529,128.7293724
26969,Gyeongsangbuk-do,Gyeongsan-si,하양읍 금락리 35-6번지 A동 미래부_하양공설시장,LGT,35.91569169,128.8189402
26970,Gyeongsangbuk-do,Gyeongsan-si,하양읍 금락리 35-6번지 A동 미래부_하양공설시장,SKT,35.91540641,128.820271
26971,Gyeongsangbuk-do,Gyeongsan-si,하양읍 금락리 35-6번지 A동 미래부_하양공설시장,KT,35.91569169,128.8189402
26972,Gyeongsangbuk-do,Gyeongsan-si,하양읍 금락리 35-6번지 A동 미래부_하양공설시장,KT,35.91569169,128.8189402
26973,Gyeongsangbuk-do,Gyeongsan-si,하양읍 금락리 35-6번지 A동 미래부_하양공설시장,SKT,35.91540641,128.820271
26974,Gyeongsangbuk-do,Gyeongsan-si,하양읍 금락리 35-6번지 A동 미래부_하양공설시장,KT,35.91569169,128.8189402
26975,Gyeongsangbuk-do,Gyeongsan-si,하양읍 금락리 123-10번지 미래부_하양읍사무소,LGT,35.91230646,128.812304
26976,Gyeongsangbuk-do,Gyeongsan-si,하양읍 금락리 123-10번지 미래부_하양읍사무소,KT,35.91230646,128.812304
26977,Gyeongsangbuk-do,Gyeongsan-si,남산면 상대리 394-2번지 사회복지법인서린복지재단 1층,LGT,35.78183355,128.801372
26978,Gyeongsangbuk-do,Gyeongsan-si,경산로 137 (3609503500),SKT,35.82076629,128.7278797
26979,Gyeongsangbuk-do,Gyeongsan-si,옥산동  731,KT,35.82761111,128.7259194
26980,Gyeongsangbuk-do,Gyeongsan-si,옥산동  731,SKT,35.82756694,128.7260389
26981,Gyeongsangbuk-do,Gyeongsan-si,옥산동  731,KT,35.82753306,128.725895
26982,Gyeongsangbuk-do,Gyeongsan-si,옥산동  731,SKT,35.82773889,128.7258639
26983,Gyeongsangbuk-do,Gyeongsan-si,옥산동  731,LGT,35.82759111,128.7259528
26984,Gyeongsangbuk-do,Gyeongsan-si,옥산동  731,LGT,35.82755111,128.725895
26985,Gyeongsangbuk-do,Gyeongsan-si,옥산동  731,SKT,35.82761694,128.7259531
26986,Gyeongsangbuk-do,Gyeongsan-si,옥산동  731,SKT,35.82755806,128.7259681
26987,Gyeongsangbuk-do,Gyeongsan-si,옥산동  731,LGT,35.827575,128.7261389
26988,Gyeongsangbuk-do,Gyeongsan-si,옥산동  731,LGT,35.82757111,128.726075
26989,Gyeongsangbuk-do,Gyeongsan-si,유곡동 295-11번지 101호,KT,35.79793857,128.7755328
26990,Gyeongsangbuk-do,Gyeongsan-si,경안로 207 (3609504400),SKT,35.82602024,128.736488
26991,Gyeongsangbuk-do,Gyeongsan-si,압량읍 부적길 56,SKT,35.844464,128.761325
26992,Gyeongsangbuk-do,Gyeongsan-si,대학로 291 (3609505800),SKT,35.83716126,128.7537425
26993,Gyeongsangbuk-do,Gyeongsan-si,대학로 292 (3609505700),KT,35.83681413,128.7544349
26994,Gyeongsangbuk-do,Gyeongsan-si,남산면 서원길 58-31,SKT,35.7887066,128.829755
26995,Gyeongsangbuk-do,Gyeongsan-si,남산면 서원길 58-31,KT,35.7887066,128.829755
26996,Gyeongsangbuk-do,Gyeongsan-si,남산면 서원길 58-31,LGT,35.7887066,128.829755
26997,Gyeongsangbuk-do,Gyeongsan-si,남산면 서원길 58-31,SKT,35.7887066,128.829755
26998,Gyeongsangbuk-do,Gyeongsan-si,남산면 서원길 58-31,KT,35.7887066,128.829755
26999,Gyeongsangbuk-do,Gyeongsan-si,남산면 서원길 58-31,KT,35.7887066,128.829755
27000,Gyeongsangbuk-do,Gyeongsan-si,와촌면 강학길 103,LGT,35.9519656,128.776311
27001,Gyeongsangbuk-do,Gyeongsan-si,와촌면 강학길 103,SKT,35.9519656,128.776311
27002,Gyeongsangbuk-do,Gyeongsan-si,와촌면 금송로 416,LGT,35.9462883,128.836553
27003,Gyeongsangbuk-do,Gyeongsan-si,와촌면 강학리 71 1,SKT,35.95181806,128.7754061
27004,Gyeongsangbuk-do,Gyeongsan-si,와촌면 강학리 71 1,KT,35.95185889,128.7755231
27005,Gyeongsangbuk-do,Gyeongsan-si,와촌면 강학리 71 1,KT,35.951845,128.7752539
27006,Gyeongsangbuk-do,Gyeongsan-si,용성면 원효로 1423,KT,35.79329948,128.8759244
27007,Gyeongsangbuk-do,Gyeongsan-si,용성면 용성당리1길 26,LGT,35.7950357,128.875256
27008,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 사동 650-2 우정사업본부-경산우체국-01-99,SKT,35.81632,128.75923
27009,Gyeongsangbuk-do,Gyeongsan-si,Gyeongsangbuk-do 경산시 사동 650-2 우정사업본부-경산우체국-1-97,LGT,35.81632,128.75923
27010,Gyeongsangbuk-do,Gyeongsan-si,중방동 848-4번지,LGT,35.82633851,128.7374142
27011,Gyeongsangbuk-do,Gyeongsan-si,대학로 159 (3609505000),KT,35.83425921,128.7397859
27012,Gyeongsangbuk-do,Gyeongsan-si,대학로 154 (3609504900),LGT,35.8339,128.7399
27013,Gyeongsangbuk-do,Gyeongsan-si,자인면 일연로 82,SKT,35.8209329,128.822554
27014,Gyeongsangbuk-do,Gyeongsan-si,대학로 37 (3609505300),SKT,35.83063698,128.7307667
27015,Gyeongsangbuk-do,Gyeongsan-si,대학로 38 (3600090600),KT,35.83419667,128.7270563
27016,Gyeongsangbuk-do,Gyeongsan-si,대학로 66 (3609505200),SKT,35.83385456,128.7297463
27017,Gyeongsangbuk-do,Gyeongsan-si,대학로 65 (3609505100),LGT,35.83423812,128.7299304
27018,Gyeongsangbuk-do,Gyeongsan-si,대학로16길 15 (정평동),KT,35.83258,128.731615
27019,Gyeongsangbuk-do,Gyeongsan-si,대학로16길 15 (정평동),SKT,35.83258,128.731615
27020,Gyeongsangbuk-do,Gyeongsan-si,대학로16길 15 (정평동),SKT,35.83258,128.731615
27021,Gyeongsangbuk-do,Gyeongsan-si,중산동 674,LGT,35.82851164,128.7132488
27022,Gyeongsangbuk-do,Gyeongsan-si,진량읍 대학로 1051,KT,35.87637789,128.8101389
27023,Gyeongsangbuk-do,Gyeongsan-si,진량읍 다문로 21,LGT,35.8748386,128.813509
27024,Gyeongsangbuk-do,Gyeongsan-si,진량읍 낙산길 37,SKT,35.87595,128.815746
27025,Gyeongsangbuk-do,Gyeongsan-si,진량읍 낙산길 37,SKT,35.87595,128.815746
27026,Gyeongsangbuk-do,Gyeongsan-si,진량읍 낙산길 37,SKT,35.87595,128.815746
27027,Gyeongsangbuk-do,Gyeongsan-si,진량 경부고속도로 105,KT,35.885531,128.867534
27028,Gyeongsangbuk-do,Gyeongsan-si,진량 경부고속도로 105,LGT,35.885531,128.867534
27029,Gyeongsangbuk-do,Gyeongsan-si,진량읍 평사리 198,KT,35.88538889,128.8669739
27030,Gyeongsangbuk-do,Gyeongsan-si,진량읍 평사리 198,LGT,35.88523611,128.8668319
27031,Gyeongsangbuk-do,Gyeongsan-si,진량읍 평사리 198,KT,35.88526889,128.8667439
27032,Gyeongsangbuk-do,Gyeongsan-si,진량읍 평사리 198,LGT,35.88533194,128.86698
27033,Gyeongsangbuk-do,Gyeongsan-si,진량읍 평사리 198,KT,35.8855,128.8668
27034,Gyeongsangbuk-do,Gyeongsan-si,하양읍 하양로 34 (3609506800),LGT,35.90884776,128.8136255
27035,Gyeongsangbuk-do,Gyeongju-si,용강동 1310-7번지 LG전자경주점_경주C 1층,LGT,35.86695061,129.2231007
27036,Gyeongsangbuk-do,Gyeongju-si,감포읍 감포로8길 14-6,LGT,35.80713236,129.5012718
27037,Gyeongsangbuk-do,Gyeongju-si,감포읍 감포로8길 14-6,LGT,35.80713236,129.5012718
27038,Gyeongsangbuk-do,Gyeongju-si,감포읍 감포로8길 14-6,KT,35.80713236,129.5012718
27039,Gyeongsangbuk-do,Gyeongju-si,감포읍 동해안로 2151,LGT,35.79906,129.4932
27040,Gyeongsangbuk-do,Gyeongju-si,감포읍 동해안로 2151,LGT,35.79906,129.4932
27041,Gyeongsangbuk-do,Gyeongju-si,감포읍 동해안로 2151,LGT,35.79906,129.4932
27042,Gyeongsangbuk-do,Gyeongju-si,강동면 강동로 19,KT,35.98762,129.2735
27043,Gyeongsangbuk-do,Gyeongju-si,강동면 강동로 19,SKT,35.98762,129.2735
27044,Gyeongsangbuk-do,Gyeongju-si,강동면 강동로 19,LGT,35.98762,129.2735
27045,Gyeongsangbuk-do,Gyeongju-si,강동면 강동로 66-7,LGT,36.28171558,126.90734
27046,Gyeongsangbuk-do,Gyeongju-si,강동면 강동로 66-7,LGT,36.28171558,126.90734
27047,Gyeongsangbuk-do,Gyeongju-si,강동면 강동로 66-7,SKT,35.99147578,129.276755
27048,Gyeongsangbuk-do,Gyeongju-si,건천읍 경부고속도로 77,KT,35.8565048,129.224854
27049,Gyeongsangbuk-do,Gyeongju-si,건천읍 경부고속도로 77,LGT,35.8565048,129.224854
27050,Gyeongsangbuk-do,Gyeongju-si,건천읍 방내리 14,LGT,35.83004611,129.1090011
27051,Gyeongsangbuk-do,Gyeongju-si,건천읍 방내리 14,KT,35.83005,129.1094761
27052,Gyeongsangbuk-do,Gyeongju-si,건천읍 방내리 14,LGT,35.82995806,129.1093011
27053,Gyeongsangbuk-do,Gyeongju-si,Gyeongsangbuk-do 경주시 건천읍 금척리 683-2 건천(상)-휴게소-01-56,SKT,35.8321,129.10911
27054,Gyeongsangbuk-do,Gyeongju-si,건천읍 경부고속도로 76,KT,35.8565048,129.224854
27055,Gyeongsangbuk-do,Gyeongju-si,건천읍 경부고속도로 76,LGT,35.8565048,129.224854
27056,Gyeongsangbuk-do,Gyeongju-si,건천읍 금척리 683 2,KT,35.83189306,129.1093869
27057,Gyeongsangbuk-do,Gyeongju-si,건천읍 금척리 683 2,KT,35.83185306,129.1090969
27058,Gyeongsangbuk-do,Gyeongju-si,건천읍 금척리 683 2,LGT,35.83181389,129.10956
27059,Gyeongsangbuk-do,Gyeongju-si,건천읍 내서로 1106,LGT,35.85004445,129.102196
27060,Gyeongsangbuk-do,Gyeongju-si,건천읍 내서로 1106,SKT,35.85004445,129.102196
27061,Gyeongsangbuk-do,Gyeongju-si,건천읍 내서로 1106,KT,35.85004445,129.102196
27062,Gyeongsangbuk-do,Gyeongju-si,건천읍 내서로 1106,LGT,35.85217,129.0998
27063,Gyeongsangbuk-do,Gyeongju-si,건천읍 내서로 1106,KT,35.85217,129.0998
27064,Gyeongsangbuk-do,Gyeongju-si,건천읍 내서로 1106,KT,35.85217,129.0998
27065,Gyeongsangbuk-do,Gyeongju-si,금성로 355(성건동 172-2),KT,35.84945779,129.2066695
27066,Gyeongsangbuk-do,Gyeongju-si,금성로 355(성건동 172-2),KT,35.84945779,129.2066695
27067,Gyeongsangbuk-do,Gyeongju-si,금성로 355(성건동 172-2),SKT,35.84945779,129.2066695
27068,Gyeongsangbuk-do,Gyeongju-si,내남면 경부고속도로 59,KT,35.7238562,129.192392
27069,Gyeongsangbuk-do,Gyeongju-si,내남면 경부고속도로 59,SKT,35.7238562,129.192392
27070,Gyeongsangbuk-do,Gyeongju-si,내남면 월산리 43 1,KT,35.72379611,129.1924169
27071,Gyeongsangbuk-do,Gyeongju-si,내남면 월산리 43 1,SKT,35.72365389,129.1923919
27072,Gyeongsangbuk-do,Gyeongju-si,Gyeongsangbuk-do 경주시 율동 64-4 경주IC휴게소-박물관 매표소-01-98,KT,35.81224,129.19346
27073,Gyeongsangbuk-do,Gyeongju-si,금성로 209 (사정동),LGT,35.8359049,129.205821
27074,Gyeongsangbuk-do,Gyeongju-si,금성로 209 (사정동),SKT,35.8359049,129.205821
27075,Gyeongsangbuk-do,Gyeongju-si,금성로 209 (사정동),LGT,35.8359049,129.205821
27076,Gyeongsangbuk-do,Gyeongju-si,금성로 209 (사정동),KT,35.8359049,129.205821
27077,Gyeongsangbuk-do,Gyeongju-si,내남면 포석로 502,LGT,35.78609439,129.2055346
27078,Gyeongsangbuk-do,Gyeongju-si,천북남로 12,SKT,35.84393065,129.289465
27079,Gyeongsangbuk-do,Gyeongju-si,천북남로 12,KT,35.84393065,129.289465
27080,Gyeongsangbuk-do,Gyeongju-si,천북남로 12,SKT,35.84393065,129.289465
27081,Gyeongsangbuk-do,Gyeongju-si,천북남로 12,LGT,35.84393065,129.289465
27082,Gyeongsangbuk-do,Gyeongju-si,천북남로 12,SKT,35.84393065,129.289465
27083,Gyeongsangbuk-do,Gyeongju-si,천북남로 12,KT,35.84393065,129.289465
27084,Gyeongsangbuk-do,Gyeongju-si,효현동 산42-1번지 경주대학교,KT,35.82909505,129.163034
27085,Gyeongsangbuk-do,Gyeongju-si,현곡면 용담로 694,KT,35.9002695,129.163296
27086,Gyeongsangbuk-do,Gyeongju-si,현곡면 용담로 694,LGT,35.9002695,129.163296
27087,Gyeongsangbuk-do,Gyeongju-si,현곡면 용담로 694,KT,35.9002695,129.163296
27088,Gyeongsangbuk-do,Gyeongju-si,현곡면 용담로 694,KT,35.9002695,129.163296
27089,Gyeongsangbuk-do,Gyeongju-si,금성로 318번길 15(서부동),SKT,35.84616557,129.2084834
27090,Gyeongsangbuk-do,Gyeongju-si,금성로 318번길 15(서부동),KT,35.84616557,129.2084834
27091,Gyeongsangbuk-do,Gyeongju-si,금성로 318번길 15(서부동),SKT,35.84616557,129.2084834
27092,Gyeongsangbuk-do,Gyeongju-si,금성로 318번길 15(서부동),SKT,35.84616557,129.2084834
27093,Gyeongsangbuk-do,Gyeongju-si,금성로 318번길 15(서부동),KT,35.84616557,129.2084834
27094,Gyeongsangbuk-do,Gyeongju-si,금성로 318번길 15(서부동),LGT,35.84616557,129.2084834
27095,Gyeongsangbuk-do,Gyeongju-si,금성로 318번길 15(서부동),SKT,35.84616557,129.2084834
27096,Gyeongsangbuk-do,Gyeongju-si,금성로 318번길 15(서부동),LGT,35.84616557,129.2084834
27097,Gyeongsangbuk-do,Gyeongju-si,금성로318번길 15 (서부동),LGT,37.54864,126.9697
